trial,problem,random_avg_coverage,random_failures,random_n_tests,ga_avg_coverage,ga_failures,ga_n_tests
1,reverse_pairs,45.56153846153843,66,250,51.60000000000004,205,250
2,reverse_pairs,45.60769230769228,90,250,51.83076923076926,187,250
3,reverse_pairs,44.56153846153845,66,250,51.83846153846157,203,250
4,reverse_pairs,45.3307692307692,72,250,51.79230769230774,187,250
5,reverse_pairs,45.569230769230714,66,250,51.48461538461542,204,250
