trial,problem,random_avg_coverage,random_failures,random_n_tests,ga_avg_coverage,ga_failures,ga_n_tests
1,decode_ways,45.657142857142865,158,250,46.44285714285714,249,250
2,decode_ways,45.528571428571404,162,250,46.00000000000001,247,250
3,decode_ways,45.17142857142854,176,250,46.52857142857143,249,250
4,decode_ways,45.52857142857141,165,250,45.62857142857143,248,250
5,decode_ways,44.91428571428572,153,250,46.357142857142854,247,250
