trial,problem,random_avg_coverage,random_failures,random_n_tests,ga_avg_coverage,ga_failures,ga_n_tests
1,median_two_arrays,31.62698412698416,97,250,40.97777777777775,1,250
2,median_two_arrays,30.95825984714873,76,250,41.111111111111086,25,250
3,median_two_arrays,29.501915708812295,92,250,38.622222222222206,41,250
4,median_two_arrays,29.95169082125604,81,250,39.244444444444426,41,250
5,median_two_arrays,30.42466550319956,76,250,40.13333333333332,2,250
