trial,problem,random_avg_coverage,random_failures,random_n_tests,ga_avg_coverage,ga_failures,ga_n_tests
1,maximal_rectangle,33.97871711498667,85,250,49.88235294117647,50,250
2,maximal_rectangle,31.45510835913312,91,250,49.58823529411765,50,250
3,maximal_rectangle,32.11036992116433,80,250,49.705882352941174,50,250
4,maximal_rectangle,34.2647058823529,90,250,49.52941176470588,50,250
5,maximal_rectangle,32.12338593974172,77,250,49.70588235294118,50,250
