trial,problem,random_avg_coverage,random_failures,random_n_tests,ga_avg_coverage,ga_failures,ga_n_tests
1,decode_ways,44.07142857142858,166,250,46.85714285714286,49,250
2,decode_ways,43.82857142857144,161,250,46.92857142857143,50,250
3,decode_ways,46.12857142857141,168,250,47.21428571428572,50,250
4,decode_ways,46.31428571428571,164,250,47.642857142857146,50,250
5,decode_ways,45.88571428571426,169,250,47.42857142857142,50,250
