trial,problem,random_avg_coverage,random_failures,random_n_tests,ga_avg_coverage,ga_failures,ga_n_tests
1,edit_distance,48.18461538461546,135,250,53.23076923076921,50,250
2,edit_distance,47.81538461538466,143,250,53.15384615384613,48,250
3,edit_distance,48.138461538461605,147,250,53.23076923076921,50,250
4,edit_distance,47.78461538461542,147,250,53.53846153846152,50,250
5,edit_distance,48.16923076923083,150,250,53.46153846153844,50,250
