trial,problem,random_avg_coverage,random_failures,random_n_tests,ga_avg_coverage,ga_failures,ga_n_tests
1,reverse_pairs,46.34615384615385,2,10,51.807692307692335,13,500
2,reverse_pairs,50.96153846153845,4,10,51.92307692307696,15,500
3,reverse_pairs,46.15384615384616,2,10,51.92307692307696,7,500
4,reverse_pairs,36.153846153846146,4,10,51.92307692307696,20,500
5,reverse_pairs,50.576923076923066,3,10,51.92307692307696,18,500
